Kalorien,Kohlenhydrate,Protein,Fett,Kalzium,Vitamin B12,Eisen,Jod,Vitamin C,Zink,Mehrfach-ungesättigte-Fettsäuren
514.14,56.867,10.905999999999999,26.486,422.99699999999996,1.0127,8.569,111.397,85.69,3.5834,4.6739999999999995
