Kalorien,Kohlenhydrate,Protein,Fett,Kalzium,Vitamin B12,Eisen,Jod,Vitamin C,Zink,Mehrfach-ungesättigte-Fettsäuren
1940.0,345.0,65.0,22.5,170.0,0.0,30.5,16.5,0.0,15.5,8.5
