Kalorien,Kohlenhydrate,Protein,Fett,Kalzium,Vitamin B12,Eisen,Jod,Vitamin C,Zink,Mehrfach-ungesättigte-Fettsäuren
91.59,18.884999999999998,1.9785,0.5025000000000001,33.285000000000004,0.0,1.02,2.355,19.245,0.369,0.1785
